일자	언론사	제목	본문
20210819	세계일보	"넥슨, 하반기 기대작 ‘코노스바 모바일 판타스틱 데이즈’ 전세계로 출격"	"넥슨은 신작 모바일 게임 ‘코노스바 모바일 판타스틱 데이즈’를 국내 및 글로벌 시장에 19일 정식 출시했다고 밝혔다. 
 
 이를 통해 국내 및 글로벌 전역에서 구글 플레이, 애플 앱스토어를 통해 정식 서비스에 돌입했다. 한국어를 비롯해 영어, 독일어, 프랑스어, 스페인어, 포르투갈어, 러시아어, 일본어 등 총 8개 언어를 지원한다. 
 
 앞서 지난 .."
20210819	서울경제	"넥슨, 신작 코노스바 모바일 글로벌 정식 출시"	"넥슨은 신작 모바일 게임 ‘코노스바 모바일 판타스틱 데이즈(코노스바 모바일)’를 19일 정식 출시했다고 밝혔다. 
 

 국내를 비롯한 글로벌 전역에서 구글 플레이, 애플 앱스토어를 통해 설치할 수 있다. 한국어, 영어, 독일어, 프랑스어, 스페인어, 포르투갈어, 러시아어, 일본어 등 총 8개 언어를 지원한다. 
 

 코노스바 모바일은 지난 7월 초부.."
20210819	한국경제	"""이제 한국은 좁다"" 작정하고 글로벌 정조준한 '리니지W'"	"""리니지W는 24년의 리니지 시리즈를 모두 집대성한 마지막 리니지다."" 
엔씨소프트가 19일 글로벌 온라인 쇼케이스 '더 월드'에서 신작 모바일 다중접속역할수행게임(MMORPG) '리니지W'를 공개했다. 엔씨소프트가 '내수 기업' 꼬리표를 떼고 글로벌 매출을 끌어올리는 카드가 될지 주목된다. 2017년부터 극비리 리니지W 프로젝트 진행이날 쇼케이스에서 .."
20210819	전자신문	"넥슨, '코노스바 모바일 판타스틱 데이즈' 전세계 출시"	"넥슨(대표 이정헌)이 신작 모바일 게임 '코노스바 모바일 판타스틱 데이즈'를 국내와 글로벌 시장에 8월 19일 정식 출시했다.

원작 '이 멋진 세계에 축복을!'의 독특하고 코믹한 세계관을 담은 게임이다. 게임 내 전체 스토리와 전체 등장인물 목소리를 한국어로 만나볼 수 있다. 한국어를 비롯해 영어, 독일어, 프랑스어, 스페인어, 포르투갈어, 러시아어,.."
20210819	국민일보	"오상헌 LCK 대표, ‘어린이 교통 안전 챌린지’ 캠페인 참여"	"국내에서 ‘리그 오브 레전드(LoL)’ e스포츠 프로 대회를 주최하고 있는 ‘LoL 챔피언스 코리아(LCK)’의 오상헌 대표가 ‘어린이 교통안전 챌린지’ 캠페인에 동참했다. 
 
지난해 12월 행정안전부가 시작한 어린이 교통안전 챌린지는 어린이 교통안전에 대한 국민적 관심을 높이고 어린이 보호구역 내 교통사고 예방과 어린이 보호를 우선으로 하는 문화를 .."
20210819	머니투데이	"""메이플스토리 IP 상품 만드세요"" 와디즈, 제작 펀딩 돕는다"	"[머니투데이 최태범 기자] 크라우드펀딩 기업 와디즈의 종합 지식재산권(IP) 매칭 프로그램인 팬즈메이커(FANZ MAKER)의 2번째 IP로 넥슨의 스테디셀러 온라인 게임 '메이플스토리'가 선정됐다. 

19일 와디즈에 따르면 팬즈메이커는 매월 새로운 IP와의 협업를 통해 라이선스 사업에 도전할 스타트업 소상공인을 공개 모집하고 IP 제품 개발과 펀딩을.."
20210819	디지털타임스	"넥슨, `메이플스토리` IP 활용 제품 만든다 창작자 모집"	"넥슨이 크라우드펀딩 플랫폼 와디즈와 손잡고 메이플스토리 제품을 개발한다.



넥슨은 다음달 12일까지 메이플스토리 IP(지식재산권)를 창작자에게 개방하는 '팬즈메이커(FANZ MAKER)' 프로젝트의 참가자를 모집한다고 19일 밝혔다. 메이커는 게임 속 세계를 현실로 구현한 제품 콘셉트와 게임 팬들의 의견을 종합적으로 고려해 선발한다.



양사는 메.."
20210819	매일경제	"'공모주 불패 종결자' 오명 벗을까 크래프톤, 나흘 만에 공모가 근접"	"상장 직후 한때 공모주 투자자들에게 -20%에 가까운 손실을 입힌 크래프톤이 상장 나흘 만에 '본전 치기'에 도전하고 있다. 
19일 오전 9시 40분 현재 크래프톤은 전일 대비 2만4000원(5.12%) 오른 49만3000원에 거래되고 있다.
이날 크래프톤은 개장 직후 49만5000원까지 올랐다. 지난 10일 상장 이후 최고가다.
크래프톤의 공모가는 .."
20210818	조선일보	‘연봉 전쟁’ 게임업계...빅3만 상반기 인건비 1700억 늘었다	"넷마블 넥슨 엔씨소프트 등 국내 주요 게임사들의 상반기 인건비 지출이 많게는 900억원 넘게 급증한 것으로 나타났다. 올해 초 개발자 영입을 위해 공격적인 연봉 인상 경쟁을 펼친 결과다. 
 
18일 국내 주요 게임사 6곳의 반기보고서를 분석한 결과, 국내 최대 게임사인 넥슨(도쿄 증시)은 올 상반기 인건비가 약 4030억원으로 지난해 상반기보다 938.."
20210818	매일경제	"‘3거래일 연속 상승’ 크래프톤, 상승세 탔나? 증권가 “공모가 저평가” 분석도"	"크래프톤의 주가가 상승세를 탄 모양새다. 증권가에서는 공모가가 저평가됐다는 분석도 내놨다.
8월 18일 한국거래소에서 크래프톤은 전날보다 3.88% 오른 46만9000원에 거래를 마쳤다. 장중 한때 상장 후 최고가인 48만원까지 치솟기도 했다. 지난 13일 이후 3거래일 연속 상승세다. 지난 10일 상장한 크래프톤은 공모가 49만8000원보다 9.94%.."
20210818	동아일보	"서브컬처를 송두리째 비튼 이세계물 '코노스바', 게임업계를 강타한다"	"현재 서브컬처(하위문화) 분야는 이세계물이 대세라고 해도 과언이 아니다. 평범했던 주인공이 이세계로 넘어가 먼치킨(무적 캐릭터) 식 전투력으로 무쌍을 찍거나 다양한 요소로 사랑받으며 승승장구하는 이세계물은 일본을 넘어 국내에서도 폭발적인 인기를 누리고 있다. 
 
그리고 이러한 이세계물은 점점 발전해서, 이제는 착각물로 가거나 혹은 각종 클리쉐(진부한 .."
20210818	한겨레	물 들어올 때 상장러시 업비트 빗썸 코인원 코빗 749개	"암호화폐(가상자산, 코인) 시황 사이트 코인마켓캡에 따르면, 2020년 1월 222조원 수준이던 전세계 코인 시가총액은 8월 중순 약 2200조원으로 10배가량 커졌다. 코로나19 확산 후 코인 상승장이 시작되자 국내 코인 거래소는 공격적으로 상품군을 늘리고 폭발적으로 성장했다.

 코인데스크 코리아는 국내 주요 코인 거래소 4곳(업비트, 빗썸, 코인원.."
20210818	조선일보	동탄 판교 대전 ‘시총1조 기업 동네’가 소비지도 바꾼다	"‘계획 인구 42만명이 모여 사는 수도권 최대 규모 신도시. 경기 남부 최대 상권으로 꼽히며, 40세 이하 인구 비율이 72.6%나 되는 젊은 도시이자 30~40대 부부가 많은 도시 중 하나.’ 
 
롯데백화점이 오는 20일 경기도 동탄점을 열기 위해 준비했던 상권 분석 자료 중 일부다. 롯데백화점은 7년 만에 새 매장을 여는 곳으로 경기도 동탄 신도시.."
20210817	한국경제	"'아기상어' 스마트스터디, 코스피 상장 준비 돌입 [마켓인사이트]"	"≪이 기사는 08월13일(14:43) 자본시장의 혜안 ‘마켓인사이트’에 게재된 기사입니다≫ 
 
인기 동요 '아기상어'와 유아동 캐릭터 '핑크퐁'으로 잘 알려진 스마트스터디가 유가증권 시장 상장 준비에 돌입했다. 이르면 내년 초 증시에 입성할 수 있을 것으로 전망된다. 
 
13일 투자은행(IB) 업계에 따르면 스마트스터디는 주관사 미래에셋증권과 기업공.."
20210817	아시아경제	"""이것이야 말로 과학"" 재택근무가 불지핀 '의자전쟁'"	"[아시아경제 김종화 기자] 코로나19 확산으로 재택근무가 본격화되면서 시작된 '의자전쟁'이 확산되고 있다. 
 
장시간 집에서 일하면서 의자의 불편함을 알게된 재택근무자들이 업무효율을 높여주는 편안한 의자로 바꾸고 있기 때문이다. 이에 시디즈 듀오백 같은 의자 전문업체와 한샘 등 가구업체, 기타 소규모 의자생산 업체들이 소비자들의 마음을 사로잡기 위해 .."
20210817	한국경제	"'스핀엑스 인수' 호재 맞나? 넷마블, 주가 전망 엇갈려"	"넷마블이 올 2분기 실적충격(어닝 쇼크)을 기록하면서 주가가 흔들리고 있다. 목표주가를 놓고 증권사마다 전망도 크게 엇갈리고 있다. 주가가 주춤하면서 현재 넷마블에 대한 증권사의 적정주가도 벌어졌다. 최소 14만원에서 최대 18만원까지 천차만별이다. 
 
17일 한국거래소에 따르면 지난 13일 넷마블은 전 거래일보다 5000원(3.78%) 감소한 12만.."
20210817	국민일보	"모바일 확률형 아이템에 취한 게임사들, 2분기도 고전"	"국내 게임사들이 2분기에도 실적 하락세를 면치 못했다. 비대면 수혜를 듬뿍 받았던 지난해와는 대조되는 결과다. 게임 산업을 ‘반짝 유망주’로 치부할까 걱정하는 시선이 업계 안팎에서 나오는 가운데 게임사들은 부랴부랴 신작 개발에 열을 올리고 있다. 체질 개선이 필요하다는 목소리도 높다. 
 
국내 게임사들이 일제히 발표한 올해 2분기 실적에 따르면 ‘BI.."
20210817	파이낸셜뉴스	"게임 빅3, 신작으로 돌파구 찾는다"	"넥슨 엔씨소프트 넷마블 
하반기 대작 줄줄이 공개 
2분기 실적부진 만회 노려 
출시 몰려 과당경쟁 우려도 

 

 

 
 
 
 
 
 
 
 
 
 
 넷마블 '마블 퓨처 레볼루션' 
 
 
 
 
 
 
 
 넥슨 '코노스바 모바일' 
 
 

 
 
 
 
 
 
 엔씨소프트 '리니지W' 
 
 

 
 
 
 
 
 
게임업계가 하반기 대형.."
20210816	한국경제	"게임업계 ""中 규제리스크? 큰 걱정 안해요"""	"‘중국 게임 규제 리스크.’ 최근 게임업계에 회자되고 있는 키워드다. 시작은 중국 관영 신화통신이 발행하는 경제신문 ‘경제참고보’의 기사. 이 신문은 지난 3일 게임을 ‘정신적 아편’이라고 비판하며 중국 최대 게임사인 텐센트의 인기 모바일 게임 ‘왕자영요’를 나쁜 게임으로 지목했다. “게임에 대한 강력한 규제가 필요하다”는 주장과 함께다. 
 
당장 국.."
20210816	서울경제	"'어닝 쇼크' 게임 빅7, 신작에 운명 달렸다"	"연초 일제히 연봉 인상에 나선 국내 7대 게임사의 올해 총 인건비 추가 부담액이 5,000억 원을 넘어설 것으로 보인다. 연봉이 올랐음에도 채용 경쟁이 벌어지며 인건비 부담은 갈수록 높아지고 있다. 게임사들은 인건비 부담과 신작 부재에 2분기 영업이익이 반토막 났다. 차기 신작이 실패한다면 기업 미래가 휘청일 수 있다는 우려가 나온다. 
 

 16일 .."
20210816	국민일보	숨고르기 들어간 게임사? 높아지는 위기 의식	"국내 게임사들이 2분기에도 실적 하락세를 면치 못했다. 지난해 비대면 산업 수혜를 듬뿍 받으며 뚜렷한 우상향 그래프를 그렸던 것과 대조되는 결과다. 게임 산업을 ‘반짝 유망주’로 치부할까 걱정하는 시선이 업계 안팎에서 나오는 가운데 게임사들은 부랴부랴 신작 개발에 열을 올리고 있다. 체질 개선이 필요하다는 목소리도 높다. 
 
지난주 국내 게임사들이 일.."
20210816	매일경제	이재교 신임 NXC 대표 김정주 ‘복심’으로 ESG 벤처 투자 집중한다	"“지주회사 전환 후 16년 동안 NXC 대표이사를 맡아왔는데, 이제는 역량 있는 다음 주자에게 맡길 때가 됐다고 판단했다.”
김정주 전 NXC 대표가 경영 일선에서 물러났다. 지난 7월 29일 NXC는 김 전 대표가 대표이사직 자리에서 내려온다고 밝혔다. 이로써 1994년 게임 ‘바람의 나라’를 내놓으며 시작된 ‘게임 개발자 김정주’의 여정은 25년 만.."
20210816	머니투데이	"中, 텐센트 때리기에 피멍드는 韓게임' 판호 받아도 출시 못한다"	"[머니투데이 이진욱 기자, 윤지혜 기자] [편집자주] 국내 게임업계가 중국발 리스크에 몸살을 앓고 있다. 2016년 사드배치와 한한령 이후 중국 시장에 발을 들이지 못하는데다, 중국 정부 규제로 최대 서비스 업체인 텐센트마저 국산 게임 출시를 주저하고 있다. 중국에 목메는 국내 게임업계의 현주소와 함께 중국 리스크 대응책, 탈중국 방안 등 과제를 짚어본.."
20210816	파이낸셜뉴스	"“게임주, 신작이 유일한 반등 열쇠”"	"넥슨 엔씨 넷마블 ‘어닝 쇼크’ 
NHN 카겜도 실적부진 못 면해 
3주새 시총 5조4000억원 증발 

 

 

 
 
 
 
 
 
 국내 게임기업들의 2 4분기 실적이 저조하면서 주가도 주춤한 모양새다. 증권업계에선 주가 반등을 위해선 하반기 신작 흥행 여부가 한층 중요해졌다고 분석했다.
 

 
15일 한국거래소에 따르면 KRX 게임 K-뉴딜지.."
20210815	한국경제	[단독] 골프장까지 짓는 카카오 예약 결제 모빌리티 '통합'	"카카오가 경기 용인시 기흥에 1500억원을 들여 18홀 규모의 퍼블릭 골프장을 짓는다. 최첨단 정보기술(IT)을 접목한 신개념 골프장을 조성할 계획인 것으로 알려졌다. 예약, 결제, 모빌리티(이동수단) 등을 총망라한 카카오만의 ‘골프 플랫폼’ 완성을 위한 전략적 행보라는 분석이 나온다. 카카오의 첫 골프장 직접 운영15일 용인시 및 골프업계에 따르면 카.."
20210815	한국경제	SK바사 17억 하이브 7.8억 단숨에 '주식부자' 된 2030 샐러리맨	‘샐러리맨 신화’가 신화로 불리는 이유는 성공 사례가 드물어서다. 많은 직장인이 큰 꿈을 품고 입사하지만 수십억원대 연봉을 받는 임원이 되는 사람은 수만 명 중 한 명이다. 그런데 최근엔 10년차 안팎의 직원이 단숨에 수억원을 벌어들이는 사례가 줄을 잇고 있다. 우리사주를 사거나 스톡옵션(주식매수선택권)을 받아 대박을 낸 사람들의 이야기다. 테크기업을 ..
20210815	매일경제	"""아이템 활용이 올해 MK챌린지 우승 열쇠"""	"""이번 MK챌린지와 같은 아마추어 대회를 통해 실력이 출중한 라이더분들이 다수 발굴되고 선수로까지 이어진다면 더 바랄 것이 없겠습니다.""
넥슨의 대표적인 캐주얼 게임 '카트라이더 러쉬플러스(카러플)' 사업팀에서 일하는 김문영 팀장은 오는 20일 열리는 '2021 MK챌린지 with 카트라이더 러쉬플러스' 결승전을 앞두고 미래의 카트라이더 러쉬플러스 리그.."
